Actual Player Name,Site.Account_Name,Configuration,Player_Name,Item_Name,Serial Nos,Status,Orientation,Layout,Warranty_End_Date_calc
MAT-3181612A0,CosmoProf - Waterloo 7505,Promotional Display,A0,QB3,AB322018033531,Replacement,,2.64862600000032E+018,
MAT-2914846A0,CosmoProf - Calgary 7439,Promotional Display,A0,QB3,AB322018033532,Installed,,2.64862600000032E+018,
MAT-5796527A0,CosmoProf - Kitchener 7545,Promotional Display,A0,QB3,AB322018033533,Installed,,2.64862600000032E+018,
MAT-4384020A0,CosmoProf - Oshawa 7333,Promotional Display,A0,QB3,AB322018033534,Installed,,2.64862600000032E+018,
MAT-9312525A0,CosmoProf - Saskatoon 7329,Promotional Display,A0,QB3,AB322018033535,Installed,,2.64862600000032E+018,
711-33281WA0,7-11 Vancouver 33281,Promotional Display,WA0,QUANTUM BYTE 3,AB322018033567,Installed,,2.64862600000032E+018,
,Taco Bell 48-004 Saskatoon,Menu Boards,YUM48-004TA0,QByte 3,AB322018033568,Installed,,2.64862600000032E+018,2019-12-21
,Taco Bell 48-004 Saskatoon,Menu Boards,YUM48-004TA3,QByte 3,AB322018033569,Installed,,2.64862600000032E+018,2019-12-21
SAL-8789533Z2A0,SG Hair Design,Promotional Display,Z2A0,QB3,AB322018033570,Installed,,2.64862600000032E+018,
YUM48-004TA1,Taco Bell 48-004 Saskatoon,Menu Boards,YUM48-004TA1,QByte 3,AB322018033571,Installed,,2.64862600000032E+018,2019-12-21
,KFC 1307,Menu Boards,YUM1307KMA1,QByte 3,AB322018033572,Installed,,2.64862600000032E+018,
YUM1307KMA1,KFC 1307,Menu Boards,YUM1307KMA2,QByte 3,AB322018033573,Installed,,2.64862600000032E+018,
,KFC 1307,Menu Boards,YUM1307KMA0,QByte 3,AB322018033574,Installed,,2.64862600000032E+018,
KER-F0071B0,Kernels Lawson Heights,Promotional Display,B0,QByte 3,AB322018033575,Installed,,2.64862600000032E+018,
KER-F0092A1,Kernels Fallsview - F0092,Promotional Display,KER-F0092A1,Quantum Byte 3,AB322018033596,Installed,,2.64862600000032E+018,
,KFC Windsor 1446,Menu Boards,YUM1446KB3,QByte 3,AB322018033597,Installed,,2.64862600000032E+018,2019-11-21
711-23119SA1,7-11 Victoria 23119,Slupee TV,711-23119SA1,QB3,AB322018033599,Installed,,2.64862600000032E+018,
711-23119SA2,7-11 Victoria 23119,Slupee TV,711-23119SA2,QB3,AB322018033600,Installed,,2.64862600000032E+018,
,KFC Oakville 211-002,Infotainment,YUM1432-WA0,Quantum Byte 3,AB322018033601,Installed,,2.64862600000032E+018,
YUM6322TA2,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA2,QByte 3,AB322018033602,Installed,,2.64862600000032E+018,
,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA1,QByte 3,AB322018033603,Installed,,2.64862600000032E+018,
COL-5313131Z2A1,Marca College - Dufferin Mall,Promotional Display,COL-5313131Z2A1,QB3,AB322018033604,Installed,,2.64862600000032E+018,
711-29991SA2,7-11 Kamloops 29991,Slupee TV,711-29991SA2,QB3,AB322018033606,Installed,,2.64862600000032E+018,
711-29991SA0,7-11 Kamloops 29991,Slupee TV,711-29991SA0,QB3,AB322018033607,Installed,,2.64862600000032E+018,
SAL-4338129WA0,Salon Entrenous,Promotional Display,SAL-4338129WA0,QUANTUM BYTE3,AB322018033608,Installed,,2.64862600000032E+018,2019-07-23
711-29401SA0,7-11 Maple Ridge 29401,Slupee TV,711-29401SA0,QUANTUM BYTE3,AB322018033610,Installed,,2.64862600000032E+018,
YUMT05-003TA0,Taco Bell T05-003 Markville Mall Food Court,Menu Boards,A0,QB3,AB322018033611,Installed,,2.64862600000032E+018,
YUM1891KA1,KFC 1891,Menu Boards,A1,QB 3,AB322018033612,Installed,,2.64862600000032E+018,
711-29991SA1,7-11 Kamloops 29991,Slupee TV,711-29991SA1,QB3,AB322018033613,Installed,,2.64862600000032E+018,
711-29991AA0,7-11 Kamloops 29991,UR-Tunes,711-29991AA0,QB3,AB322018033614,Installed,,2.64862600000032E+018,
KER-F0090B0,Kernels West Ed 2 Ice Palace - F0090,Promotional Display,KER-F0090B0,QByte 3,AB322018033615,Installed,,2.64862600000032E+018,
711-15901SA2,7-11 Calgary 15901,Slupee TV,SA2,QB3,ab322018033646,Installed,,2.64862600000032E+018,
,7-11 Calgary 15901,Next Gen Coffee Bar,CB1,QB3,ab322018033647,Installed,,2.64862600000032E+018,
711-15901CA0,7-11 Calgary 15901,Next Gen Coffee Bar,CA0,QB3,ab322018033648,Installed,,2.64862600000032E+018,
711-15901CB0,7-11 Calgary 15901,Next Gen Coffee Bar,CB0,QB3,ab322018033649,Installed,,2.64862600000032E+018,
SB-13850SAWMA2,Sbarro-Halton Hills,Menu Boards,A2,QB3,AB322018033650,Installed,,2.64862600000032E+018,
711-15901SA0,7-11 Calgary 15901,Slupee TV,SA0,QB3,ab322018033651,Installed,,2.64862600000032E+018,
711-15901SA1,7-11 Calgary 15901,Slupee TV,SA1,QB3,ab322018033652,Installed,,2.64862600000032E+018,
711-15901CA1,7-11 Calgary 15901,Next Gen Coffee Bar,CA1,QB3,ab322018033653,Installed,,2.64862600000032E+018,
,"3P: Protagon (Matrix) - Toronto, ON",,,,AB322018033654,3rd Party,,2.64862600000032E+018,
YUM2014KMB0,KFC Cambridge 2014,Menu Boards,B0,QByte 3,AB322018033655,Installed,,2.64862600000032E+018,
YUM1420KA4,KFC Ottawa 1420,Menu Boards,A4,QB,AB322018033666,Installed,,2.64862600000032E+018,
YUM1420KA2,KFC Ottawa 1420,Menu Boards,A2,QB,AB322018033667,Installed,,2.64862600000032E+018,
YUM1420KA0,KFC Ottawa 1420,Menu Boards,A0,QB,AB322018033669,Installed,,2.64862600000032E+018,
YUM1420KA1,KFC Ottawa 1420,Menu Boards,A3,QB,AB322018033670,Installed,,2.64862600000032E+018,
,Taco Bell 48-003 Saskatoon,Menu Boards,YUM48-003TA0,QB,AB322018033671,Installed,,2.64862600000032E+018,
YUM48-003TA1,Taco Bell 48-003 Saskatoon,Menu Boards,YUM48-003TA1,QB,AB322018033672,Installed,,2.64862600000032E+018,
,Taco Bell 48-003 Saskatoon,Menu Boards,YUM48-003TA3,QB,AB322018033673,Installed,,2.64862600000032E+018,
,Taco Bell 48-003 Saskatoon,Menu Boards,YUM48-003TA2,QB,AB322018033674,Installed,,2.64862600000032E+018,
YUM062-011KB4,KFC Saskatoon 8004,Menu Boards,A4,QB,AB322018033675,,,2.64862600000032E+018,
711-20875SA2,7-11 Vancouver 20875,Slupee TV,711-20875SA2,QUANTUM BYTE3,AB322018033676,Installed,,2.64862600000032E+018,
711-20875CB1,7-11 Vancouver 20875,Next Gen Coffee Bar,711-20875CB1,QUANTUM BYTE3,AB322018033677,Installed,,2.64862600000032E+018,
711-20875SA1,7-11 Vancouver 20875,Slupee TV,711-20875SA1,QUANTUM BYTE3,AB322018033678,Installed,,2.64862600000032E+018,
YUM6323TMA3,Taco Bell Toronto 6323,Menu Boards,YUM6323MA3,QUANTUM BYTE3,AB322018033679,Installed,,2.64862600000032E+018,2019-07-26
YUM6323TMA4,Taco Bell Toronto 6323,Menu Boards,YUM6323MA4,QUANTUM BYTE3,AB322018033680,Installed,,2.64862600000032E+018,2019-07-26
711-20875SA0,7-11 Vancouver 20875,Slupee TV,711-20875SA0,QUANTUM BYTE3,AB322018033681,Installed,,2.64862600000032E+018,
711-20875CA0,7-11 Vancouver 20875,Next Gen Coffee Bar,711-20875CA0,QUANTUM BYTE3,AB322018033682,Installed,,2.64862600000032E+018,
YUM6323TMA2,Taco Bell Toronto 6323,Menu Boards,YUM6323MA2,QUANTUM BYTE3,AB322018033683,Installed,,2.64862600000032E+018,2019-07-26
YUM6323TMA0,Taco Bell Toronto 6323,Menu Boards,YUM6323MA0,QUANTUM BYTE3,AB322018033684,Installed,,2.64862600000032E+018,2019-07-26
YUM6323TMA1,Taco Bell Toronto 6323,Menu Boards,YUM6323MA1,QUANTUM BYTE3,AB322018033685,Installed,,2.64862600000032E+018,2019-07-26
,KFC 1533,Menu Boards,A0,QB3,AB322018033736,Installed,,2.64862600000032E+018,
YUM1374KA1,KFC 1374,Menu Boards,A1,QB3,AB322018033737,Installed,,2.64862600000032E+018,2020-02-06
,7-11 Edmonton 38543,Menu Boards,711-38543MA0,Qbyte3,AB322018033738,Installed,,2.64862600000032E+018,
,7-11 Winnipeg 17060,UR-Tunes,711-17060AA0,QB3,AB322018033739,Replacement,,2.64862600000032E+018,
,KFC Windsor 1446,Menu Boards,KMA2,QB3,AB322018033739,Installed,,2.64862600000032E+018,2020-06-17
711-38543CA0,7-11 Edmonton 38543,Next Gen Coffee Bar,711-38543CA0,Qbyte3,AB322018033741,Installed,,2.64862600000032E+018,
,7-11 Pitt Meadows 25400,Slupee TV,SA2,QUANTUM BYTE3,AB322018033743,Installed,,2.64862600000032E+018,
711-14841SA3,7-11 Winnipeg 14841,Slupee TV,711-14841SA3,QB3,AB322018033744,Installed,,2.64862600000032E+018,
,7-11 Winnipeg 14841,Slupee TV,711-14841SA5,QB3,AB322018033745,Installed,,2.64862600000032E+018,
,Kernels Park Place,Promotional Display,A0,,AB322018033756,Replacement,Landscape,2.64862600000032E+018,2020-10-30
,7-11 Edmonton 38543,Next Gen Coffee Bar,711-38543CA1,Qbyte3,AB322018033757,Installed,,2.64862600000032E+018,
,7-11 Winnipeg 14841,Slupee TV,711-14841SA0,QB3,AB322018033758,Installed,,2.64862600000032E+018,
,7-11 Winnipeg 14841,Next Gen Coffee Bar,711-14841CB1,QB3,AB322018033759,Installed,,2.64862600000032E+018,
711-14841CA1,7-11 Winnipeg 14841,Next Gen Coffee Bar,711-14841CA1,QB3,AB322018033760,Installed,,2.64862600000032E+018,
711-32370CB0,7-11 Edmonton 32370,Next Gen Coffee Bar,711-32370CB0,QB3,AB322018033762,Installed,,2.64862600000032E+018,
,7-11 Edmonton 32370,Next Gen Coffee Bar,,QB3,AB322018033763,Replacement,,2.64862600000032E+018,2019-06-14
711-32370CA0,7-11 Edmonton 32370,Next Gen Coffee Bar,711-32370CA0,QB3,AB322018033764,Installed,,2.64862600000032E+018,
MAT-7741726A0,Star Bedard - St Hyacinthe 114,Promotional Display,MAT-7741726A0,QByte 3,AB322018033826,Installed,,2.64862600000032E+018,
MAT-7370267A0,CosmoProf - Barrie 7320,Promotional Display,A0,QB3,AB322018033827,Installed,,2.64862600000032E+018,
MAT-4727770A0,CosmoProf - Drummondville 105,Promotional Display,A0,QB3,AB322018033828,Installed,,2.64862600000032E+018,
,"3P: Protagon (Matrix) - Toronto, ON",,,,AB322018033829,3rd Party,,2.64862600000032E+018,
MAT-4310301A0,Star Bedard - St Jerome 112,Promotional Display,MAT-4310301A0,QByte 3,AB322018033830,Installed,,2.64862600000032E+018,
MAT-4559923A0,CosmoProf - Brampton 7376,Promotional Display,A0,QB3,AB322018033831,Installed,,2.64862600000032E+018,
MAT-5431239A0,CosmoProf - Chicoutimi 202,Promotional Display,A0,QB3,AB322018033832,Installed,,2.64862600000032E+018,
,Star Bedard - Kirkland 108,Promotional Display,MAT-6940622A0,QByte 3,AB322018033833,Installed,,2.64862600000032E+018,
MAT-3366638A0,Star Bedard - Petite Italie 111,Promotional Display,MAT-3366638A0,QByte 3,AB322018033834,Installed,,2.64862600000032E+018,
MAT-5797308A0,CosmoProf - St. John's 7540,Promotional Display,A0,QB3,AB322018033835,Installed,,2.64862600000032E+018,
JEABLE017A2,Jean Bleu - Terrebonne,Promotional Display,A2,QB3,AB322018033856,Installed,,2.64862600000032E+018,2019-08-30
YUM094-004KMA3,KFC Vanderhoof 094-004,Menu Boards,MA3,QB3,AB322018033857,Installed,,2.64862600000032E+018,
YUM094-004KMA1,KFC Vanderhoof 094-004,Menu Boards,MA1,QB3,AB322018033858,Installed,,2.64862600000032E+018,
YUM094-004KMA0,KFC Vanderhoof 094-004,Menu Boards,MA0,QB3,AB322018033859,Installed,,2.64862600000032E+018,
711-38966MA0,7-11 Calgary Airport 38966,Menu Boards,MA0,QB3,AB322018033860,Replacement,Landscape,2.64862600000032E+018,2020-08-27
JEABLE017A0,Jean Bleu - Terrebonne,Promotional Display,A0,QB3,AB322018033861,Installed,,2.64862600000032E+018,2019-08-30
JEABLE017B0,Jean Bleu - Terrebonne,Menu Boards,B0,QB 3,AB322018033862,Installed,,2.64862600000032E+018,2019-08-30
IKEAVAUG372TA1,IKEA-Vaughan 372,Promotional Display,,QByte 3,AB322018033863,Installed,,2.64862600000032E+018,
JEABLE017A1,Jean Bleu - Terrebonne,Promotional Display,A1,QB3,AB322018033864,Installed,,2.64862600000032E+018,2019-08-30
JEABLE017C0,Jean Bleu - Terrebonne,Menu Boards,C0,QB 3,AB322018033865,Installed,,2.64862600000032E+018,2019-08-30
MAT-7767577A0,Star Bedard - Granby 107,Promotional Display,MAT-7767577A0,QByte 3,AB322018033926,Installed,,2.64862600000032E+018,
MAT-6575995A0,Star Bedard - Charlemagne 115,Promotional Display,MAT-6575995A0,QByte 3,AB322018033927,Installed,,2.64862600000032E+018,
MAT-2436060A0,Star Bedard - Gatineau 106,Promotional Display,MAT-2436060A0,QByte 3,AB322018033928,Installed,,2.64862600000032E+018,
MAT-8389994A0,Star Bedard - Levis 206,Promotional Display,MAT-8389994A0,QByte 3,AB322018033929,Installed,,2.64862600000032E+018,
MAT-6912465A0,Star Bedard - Trois Rivieres 208,Promotional Display,MAT-6912465A0,QByte 3,AB322018033930,Installed,,2.64862600000032E+018,
MAT-3523650A0,Star Bedard - Beaubien 102,Promotional Display,MAT-3523650A0,QByte 3,AB322018033931,Installed,,2.64862600000032E+018,
MAT-5465550A0,Star Bedard - Bathurst 204,Promotional Display,MAT-5465550A0,QByte 3,AB322018033932,Installed,,2.64862600000032E+018,
MAT-6722991A0,Star Bedard - Brossard 104,Promotional Display,MAT-6722991A0,QByte 3,AB322018033933,Installed,,2.64862600000032E+018,
MAT-6368883A0,CosmoProf - Milton,Promotional Display,A0,QB3,AB322018033934,Installed,,2.64862600000032E+018,
MAT-5628995A0,Star Bedard - Sherbrooke 103,Promotional Display,MAT-5628995A0,QByte 3,AB322018033935,Installed,,2.64862600000032E+018,
IKEAVAUG372TA0,IKEA-Vaughan 372,Promotional Display,,QByte 3,AB322018033936,Installed,,2.64862600000032E+018,
YUM1371KMA1,KFC 1371,Menu Boards,A1,QB3,AB322018033938,Installed,,2.64862600000032E+018,
,KFC Cambridge 2014,Menu Boards,A0,QB3,AB322018033940,Installed,,2.64862600000032E+018,
YUM2014KMA3,KFC Cambridge 2014,Menu Boards,A3,QB3,AB322018033941,Installed,,2.64862600000032E+018,
YUM2014KMA4,KFC Cambridge 2014,Menu Boards,A4,QB3,AB322018033942,Installed,,2.64862600000032E+018,
YUM1371KMA2,KFC 1371,Menu Boards,A2,QB3,AB322018033943,Installed,,2.64862600000032E+018,
CBV052B0,CBV - Vaughan Mills,Promotional Display,CBV052B0,QByte 3,AB322018033944,Installed,,2.64862600000032E+018,
,KFC Windsor 1446,Menu Boards,YUM1446KB2,QByte 3,AB322018033945,Installed,,2.64862600000032E+018,2020-04-28
YUM1305KMA2,KFC Scarborough 1305,Menu Boards,YUM1305KMA2,QByte 3,AB322018033976,Installed,,2.64862600000032E+018,
SAL-4653747Z1A0,The Head Shoppe - Mic Mac Mall,Promotional Display,SAL-4653747Z1A0,QByte 3,AB322018033977,Installed,,2.64862600000032E+018,
,KFC Scarborough 1305,Menu Boards,YUM1305KMA4,QByte 3,AB322018033978,Installed,,2.64862600000032E+018,
YUM1305KMA0,KFC Scarborough 1305,Menu Boards,YUM1305KMA0,QByte 3,AB322018033979,Installed,,2.64862600000032E+018,
YUM2014KMA1,KFC Cambridge 2014,Menu Boards,A1,QB3,AB322018033980,Installed,,2.64862600000032E+018,
,Kernels Midtown Plaza,Promotional Display,KER-F0032A0,QByte 3,AB322018033981,,,2.64862600000032E+018,
,,Promotional Display,A0,QB3,AB322018033981,,,2.64862600000032E+018,
YUM1305KMA3,KFC Scarborough 1305,Menu Boards,YUM1305KMA3,QByte 3,AB322018033982,Installed,,2.64862600000032E+018,
,CBV - Eaton Centre 004,Promotional Display,A0,QB3,AB322018033983,Replacement,,2.64862600000032E+018,2019-10-17
YUM1305KMA1,KFC Scarborough 1305,Menu Boards,YUM1305KMA1,QByte 3,AB322018033984,Installed,,2.64862600000032E+018,
SAL-4548668Z1A0,The Head Shoppe - Halifax Shopping Centre,Promotional Display,Z1A0,QB3,AB322018033985,Installed,,2.64862600000032E+018,
,KFC 1861,Menu Boards,YUM1861KB1,QByte 3,AB322018034106,Installed,,2.64862600000032E+018,
YUM6322TA3,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA3,QByte 3,AB322018034108,Installed,,2.64862600000032E+018,
KER-F0053B0,Kernels Orchard Park,Menu Boards,KER-F0053A0,QByte 3,AB322018034109,Installed,,2.64862600000032E+018,
,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA0,QByte 3,AB322018034110,Installed,,2.64862600000032E+018,
YUM6322TA4,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA4,QByte 3,AB322018034111,Installed,,2.64862600000032E+018,
YUM1861KB3,KFC 1861,Menu Boards,YUM1861KB3,QByte 3,AB322018034112,Installed,,2.64862600000032E+018,
,Sbarro-Halton Hills,Menu Boards,A1,QB3,AB322018034113,Installed,,2.64862600000032E+018,
SAL-7387713A0,Suki's - South Granville,Promotional Display,SAL-7387713A0,QByte 3,AB322018034114,Installed,,2.64862600000032E+018,
,7-11 Cloverdale  26517,Promotional Display,711-26517SB0,QByte 3,AB322018034115,,,2.64862600000032E+018,
711-33462SA2,7-11 Vancouver 33462,Slupee TV,SA2,QB3,AB322019010021,Installed,,2.64862600000032E+018,2020-04-09
,7-11 Vancouver 33462,Next Gen Coffee Bar,CA1,QB3,AB322019010022,,,2.64862600000032E+018,
5-3A1,Jean Bleu - Joliette,Promotional Display,B1,,AB322019010023,Installed,Portrait,2.64862600000032E+018,2020-10-08
711-37281AA0,7-11 Calgary 37281,UR-Tunes,AA0,QB3,AB322019010024,Installed,,2.64862600000032E+018,
711-32741SA2,7-11 Calgary 32741,Slupee TV,SA2,QB3,AB322019010025,Installed,,2.64862600000032E+018,
KER-C0051A0,Kernels Cataraqui Centre,Promotional Display,KER-C0051A0,Qbyte 3,AB322019010026,Installed,,2.64862600000032E+018,
711-37281SA2,7-11 Calgary 37281,Slupee TV,SA2,QB3,AB322019010027,Installed,,2.64862600000032E+018,
NYX-GCOMA3,KFC Windsor 1446,Menu Boards,KA2,QB3,AB322019010028,Installed,,2.64862600000032E+018,
711-32741AA0,7-11 Calgary 32741,UR-Tunes,AA0,QB3,AB322019010029,Installed,,2.64862600000032E+018,
,7-11 Vancouver 33462,Next Gen Coffee Bar,CA0,QB3,AB322019010030,,,2.64862600000032E+018,
711-32999MA0,7-11 Vancouver 32999,Menu Boards,MA0,QB3,AB322019010031,Installed,,2.64862600000032E+018,
711-34290SA0,7-11 Vancouver 34290,Slupee TV,SA0,QB3,ab322019010032,Installed,,2.64862600000032E+018,
711-34290MA3,7-11 Vancouver 34290,Menu Boards,MA3,QB3,AB322019010033,Installed,,2.64862600000032E+018,
711-34290MA1,7-11 Vancouver 34290,Menu Boards,MA1,QB3,AB322019010034,Installed,,2.64862600000032E+018,
711-34290MA2,7-11 Vancouver 34290,Menu Boards,MA2,QB3,AB322019010036,Installed,,2.64862600000032E+018,
711-34290SA1,7-11 Vancouver 34290,Slupee TV,SA1,QB3,ab322019010037,Installed,,2.64862600000032E+018,
711-34290SA2,7-11 Vancouver 34290,Slupee TV,SA2,QB3,ab322019010038,Installed,,2.64862600000032E+018,
711-32999MA1,7-11 Vancouver 32999,Menu Boards,MA1,QB3,AB322019010039,Installed,,2.64862600000032E+018,
711-32999MA2,7-11 Vancouver 32999,Menu Boards,MA2,QB3,AB322019010040,Installed,,2.64862600000032E+018,
711-33012MA0,7-11 Victoria 33012,Menu Boards,MA0,,AB322019010041,Installed,Landscape,2.64862600000032E+018,2020-11-01
,7-11 Vancouver 33462,Next Gen Coffee Bar,CB1,QB3,AB322019010042,,,2.64862600000032E+018,
,7-11 Vancouver 33462,Next Gen Coffee Bar,CB0,QB3,AB322019010043,,,2.64862600000032E+018,
711-33424SA0,7-11 Vancouver 33424,Slupee TV,SA0,QB3,AB322019010044,Installed,,2.64862600000032E+018,
,7-11 Vancouver 33462,UR-Tunes,AA0,QB3,AB322019010045,,,2.64862600000032E+018,
711-33424CB0,7-11 Vancouver 33424,Next Gen Coffee Bar,CB0,QB3,AB322019010046,Installed,,2.64862600000032E+018,
711-33424CA1,7-11 Vancouver 33424,Next Gen Coffee Bar,CA1,QB3,AB322019010047,Installed,,2.64862600000032E+018,
711-29130SA2,7-11 Hamilton 29130,Slupee TV,SA2,QB3,AB322019010048,Replacement,Landscape,2.64862600000032E+018,2020-05-26
711-33424SA2,7-11 Vancouver 33424,Slupee TV,SA2,QB3,AB322019010049,Installed,,2.64862600000032E+018,
711-33424WA0,7-11 Vancouver 33424,Promotional Display,WA0,QB3,AB322019010050,Installed,,2.64862600000032E+018,
711-37799MA2,7-11 Calgary 37799,Menu Boards,MA2,QB3,AB322019010071,Installed,,2.64862600000032E+018,
711-37799SA1,7-11 Calgary 37799,Slupee TV,SA1,QB3,AB322019010072,Installed,,2.64862600000032E+018,
711-37799SA0,7-11 Calgary 37799,Slupee TV,SA0,QB3,AB322019010073,Installed,,2.64862600000032E+018,
711-37799WA0,7-11 Calgary 37799,Promotional Display,WA0,QB3,AB322019010074,Installed,,2.64862600000032E+018,
711-38120MA0,7-11 Claresholm 38120,Menu Boards,MA0,QB3,AB322019010076,Installed,,2.64862600000032E+018,
711-38120MA1,7-11 Claresholm 38120,Menu Boards,MA1,QB3,AB322019010077,Installed,,2.64862600000032E+018,
711-38120MA3,7-11 Claresholm 38120,Menu Boards,MA3,QB3,AB322019010078,Installed,,2.64862600000032E+018,
711-37799MA1,7-11 Calgary 37799,Menu Boards,MA1,QB3,AB322019010079,Installed,,2.64862600000032E+018,
711-37799MA0,7-11 Calgary 37799,Menu Boards,MA0,QB3,AB322019010080,Installed,,2.64862600000032E+018,
711-33419CB1,7-11 Toronto 33419,Next Gen Coffee Bar,CB1,QB3,AB322019010081,Installed,,2.64862600000032E+018,
711-33419CB0,7-11 Toronto 33419,Next Gen Coffee Bar,CB0,QB3,AB322019010082,Installed,,2.64862600000032E+018,
711-33419CA1,7-11 Toronto 33419,Next Gen Coffee Bar,CA1,QB3,AB322019010083,Installed,,2.64862600000032E+018,
711-33419SA0,7-11 Toronto 33419,Slupee TV,SA0,QB3,AB322019010084,Installed,,2.64862600000032E+018,
711-33419SA1,7-11 Toronto 33419,Slupee TV,SA1,QUANTUM BYTE 3,AB322019010085,Installed,,2.64862600000032E+018,
711-33419MA0,7-11 Toronto 33419,Menu Boards,MA0,QB3,AB322019010086,Installed,,2.64862600000032E+018,
711-33419CA0,7-11 Toronto 33419,Next Gen Coffee Bar,CA0,QB3,AB322019010087,Installed,,2.64862600000032E+018,
711-33419MA2,7-11 Toronto 33419,Menu Boards,MA2,QB3,AB322019010088,Installed,,2.64862600000032E+018,
711-33419MA1,7-11 Toronto 33419,Menu Boards,MA1,QB3,AB322019010089,Installed,,2.64862600000032E+018,
711-33419MA3,7-11 Toronto 33419,Menu Boards,MA3,QB3,AB322019010090,Installed,,2.64862600000032E+018,
NYX-GCOTB8,NYX - Eaton,Promotional Display,NYX-GCOTB8,,AB322019010194,Installed,Portrait,2.64862600000032E+018,2021-06-18
711-33197CA0,7-11 Richmond 33197,Next Gen Coffee Bar,CA0,QB3,AB322019010271,Installed,,2.64862600000032E+018,
711-33197SA0,7-11 Richmond 33197,Slupee TV,SA0,QB3,AB322019010272,Installed,,2.64862600000032E+018,
711-33197MA2,7-11 Richmond 33197,Menu Boards,MA2,QB3,AB322019010273,Installed,,2.64862600000032E+018,
711-33197CB1,7-11 Richmond 33197,Next Gen Coffee Bar,CB1,QB3,AB322019010274,Installed,,2.64862600000032E+018,
711-27052MA1,7-11 Richmond 27052,Menu Boards,MA1,QB3,AB322019010275,Installed,,2.64862600000032E+018,
711-33197CA1,7-11 Richmond 33197,Next Gen Coffee Bar,CA1,QB3,AB322019010276,Installed,,2.64862600000032E+018,
711-33197CB0,7-11 Richmond 33197,Next Gen Coffee Bar,CB0,QB3,AB322019010277,Installed,,2.64862600000032E+018,
711-33197MA3,7-11 Richmond 33197,Menu Boards,MA3,QB3,AB322019010278,Installed,,2.64862600000032E+018,
711-27052MA0,7-11 Richmond 27052,Menu Boards,MA0,QB3,AB322019010279,Installed,,2.64862600000032E+018,
711-33197MA0,7-11 Richmond 33197,Menu Boards,MA0,QB3,AB322019010280,Installed,,2.64862600000032E+018,
711-38493AA0,7-11 Calgary 38493,UR-Tunes,AA0,QB3,AB322019010302,Installed,,2.64862600000032E+018,
711-33419AA0,7-11 Toronto 33419,UR-Tunes,AA0,QB3,AB322019010303,Installed,,2.64862600000032E+018,
711-33435MA0,7-11 Toronto 33435,Menu Boards,MA0,QB3,AB322019010304,Installed,,2.64862600000032E+018,
711-33419SA2,7-11 Toronto 33419,Slupee TV,SA2,QB3,AB322019010305,Installed,,2.64862600000032E+018,
711-29130MA0,7-11 Hamilton 29130,Menu Boards,MA0,QB3,AB322019010307,Installed,,2.64862600000032E+018,
711-29130AA0,7-11 Hamilton 29130,UR-Tunes,AA0,QB3,AB322019010309,Installed,,2.64862600000032E+018,
KIE-RICB0,Kiehl's Richmond 013,Promotional Display,KIE-RICB0,QB3,AB322019010310,Installed,,2.64862600000032E+018,2020-11-10
711-37778CA0,7-11 Calgary 37778,Next Gen Coffee Bar,CA0,QB3,AB322019010311,Installed,,2.64862600000032E+018,
711-37778SA1,7-11 Calgary 37778,Slupee TV,SA1,QB3,AB322019010312,Installed,,2.64862600000032E+018,
711-37778MA1,7-11 Calgary 37778,Menu Boards,MA1,QB3,AB322019010313,Installed,,2.64862600000032E+018,
711-37778MA0,7-11 Calgary 37778,Menu Boards,MA0,QB3,AB322019010314,Installed,,2.64862600000032E+018,
711-37778SA0,7-11 Calgary 37778,Slupee TV,SA0,QB3,AB322019010315,Installed,,2.64862600000032E+018,
711-37778CA1,7-11 Calgary 37778,Next Gen Coffee Bar,CA1,QB3,AB322019010316,Installed,,2.64862600000032E+018,
711-24414SA1,7-11 Toronto 24414,Slupee TV,SA1,QB3,AB322019010317,Installed,,2.64862600000032E+018,
711-37778AA0,7-11 Calgary 37778,UR-Tunes,AA0,QB3,AB322019010318,Installed,,2.64862600000032E+018,
711-37778WA0,7-11 Calgary 37778,Promotional Display,WA0,QB3,AB322019010319,Installed,,2.64862600000032E+018,
711-37778MA2,7-11 Calgary 37778,Menu Boards,MA2,QB3,AB322019010320,Installed,,2.64862600000032E+018,
711-32344MA1,7-11 Calgary 32344,Menu Boards,MA1,QB3,AB322019010321,Installed,,2.64862600000032E+018,
711-32344MA2,7-11 Calgary 32344,Menu Boards,MA2,QB3,AB322019010322,Installed,,2.64862600000032E+018,
711-34680AA0,7-11 Calgary 34680,UR-Tunes,AA0,QB3,ab322019010323,Installed,,2.64862600000032E+018,
711-32344SA0,7-11 Calgary 32344,Slupee TV,SA0,QB3,AB322019010324,Installed,,2.64862600000032E+018,
711-32344CB1,7-11 Calgary 32344,Next Gen Coffee Bar,CB1,QB3,AB322019010325,Installed,,2.64862600000032E+018,
711-34680WA0,7-11 Calgary 34680,Promotional Display,WA0,QB3,ab322019010326,Installed,,2.64862600000032E+018,
711-32344MA3,7-11 Calgary 32344,Menu Boards,MA3,QB3,AB322019010327,Installed,,2.64862600000032E+018,
