Id,Site.Account_Name,Configuration,Player_Name,Item_Name,Name,Status,Orientation,Layout,Warranty_End_Date_calc
2648626000008984049,"7-11 Guelph 25875","Menu Boards",711-25875MA3,QB3,AB322019011344,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984055,"7-11 Guelph 25875","Slupee TV",711-25875SA0,QB3,AB322019011434,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984061,"7-11 Guelph 25875","Slupee TV",711-25875SA1,QB3,AB322019010667,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984067,"7-11 Guelph 25875","Slupee TV",711-25875SA2,QB3,AB322019011342,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008995001,"7-11 Calgary 38511","Slupee TV",TVSA1,"Sharp PN-Y436",9S005391,Installed,,2648626000000315682,2022-04-18
2648626000008995010,"7-11 Calgary 37799","Menu Boards",TVMA2,"Sharp PN-Y436",9S004261,Installed,,2648626000000315682,2022-04-20
2648626000008995019,"7-11 Waterloo 33001","Menu Boards",TVMA1,"Sharp PN-Y436",9S017452,Installed,,2648626000000315682,2022-05-17
2648626000008995025,"7-11 Waterloo 33001","Menu Boards",TVMA2,"Sharp PN-Y436",9S016802,Installed,,2648626000000315682,2022-05-17
2648626000008995031,"7-11 Waterloo 33001","Menu Boards",TVMA3,"Sharp PN-Y436",9S016822,Installed,,2648626000000315682,2022-05-17
2648626000008995037,"7-11 Waterloo 33001","Menu Boards",TVMA0,"Sharp PN-Y436",9S016772,Installed,,2648626000000315682,2022-05-17
2648626000008995043,"7-11 Waterloo 33001","Next Gen Coffee Bar",TVCA0,"Sharp PN-Y436",9S016642,Installed,,2648626000000315682,2022-05-17
2648626000008995049,"7-11 Waterloo 33001","Next Gen Coffee Bar",TVCA1,"Sharp PN-Y436",9S016632,Installed,,2648626000000315682,2022-05-17
2648626000008995055,"7-11 Waterloo 33001","Next Gen Coffee Bar",TVCB0,"Sharp PN-Y436",9S016752,Installed,,2648626000000315682,2022-05-17
2648626000008995061,"7-11 Waterloo 33001","Next Gen Coffee Bar",TVCB1,"Sharp PN-Y436",9S016722,Installed,,2648626000000315682,2022-05-17
2648626000008995067,"7-11 Waterloo 33001","Slupee TV",TVSA0,"Sharp PN-Y436",9S016732,Installed,,2648626000000315682,2022-05-17
2648626000008995073,"7-11 Waterloo 33001","Slupee TV",TVSA1,"Sharp PN-Y436",9S016662,Installed,,2648626000000315682,2022-05-17
2648626000008995079,"7-11 Waterloo 33001","Slupee TV",TVSA2,"Sharp PN-Y436",9S016742,Installed,,2648626000000315682,2022-05-17
2648626000008996004,"COBS-Ridley Square 9331","Promotional Display",TVA0,"SHARP PN-Y496",8S00600X,Installed,,2648626000000315682,2022-05-30
2648626000008996010,"COBS-Ridley Square 9331","Promotional Display",TVA1,"SHARP PN-Y496",8S00608X,Installed,,2648626000000315682,2022-05-30
2648626000008996016,"COBS-Ridley Square 9331","Promotional Display",TVA2,"SHARP PN-Y496",8S00735Y,Installed,,2648626000000315682,2022-05-30
2648626000008999001,"7-11 Sicamous 38718",UR-Tunes,711-38718AA0,QB3,AB322019011396,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999007,"7-11 Sicamous 38718","Next Gen Coffee Bar",711-38718CA0,QB3,AB322019011313,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999013,"7-11 Sicamous 38718","Next Gen Coffee Bar",711-38718CA1,QB3,AB322019011314,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999019,"7-11 Sicamous 38718","Next Gen Coffee Bar",711-38718CB0,QB3,AB322019011311,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999025,"7-11 Sicamous 38718","Next Gen Coffee Bar",711-38718CB1,QB3,AB322019011317,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999031,"7-11 Sicamous 38718","Menu Boards",711-38718MA0,QB3,AB322019011320,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999037,"7-11 Sicamous 38718","Menu Boards",711-38718MA1,QB3,AB322019011315,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999043,"7-11 Sicamous 38718","Menu Boards",711-38718MA2,QB3,AB322019011312,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999049,"7-11 Sicamous 38718","Menu Boards",711-38718MA3,QB3,AB322019011319,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999055,"7-11 Sicamous 38718","Slupee TV",711-38718SA0,QB3,AB322019011318,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999061,"7-11 Sicamous 38718","Slupee TV",711-38718SA1,QB3,AB322019011316,Installed,Landscape,2648626000000315682,2020-06-16
2648626000008999067,"7-11 Sicamous 38718","Slupee TV",711-38718SA2,QB3,AB322019011399,Installed,Landscape,2648626000000315682,2020-06-16
2648626000009013001,"7-11 Toronto 33411",UR-Tunes,711-33411AA0,QB3,AB322019010870,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013007,"7-11 Toronto 33411","Next Gen Coffee Bar",711-33411CA0,QB3,AB322019010662,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013013,"7-11 Toronto 33411","Next Gen Coffee Bar",711-33411CA1,QB3,AB322019010665,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013019,"7-11 Toronto 33411","Next Gen Coffee Bar",711-33411CB0,QB3,AB322019010664,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013025,"7-11 Toronto 33411","Next Gen Coffee Bar",711-33411CB1,QB3,AB322019010661,Installed,Landscape,2648626000000315682,2020-05-29
